id,intervention,arg_id,cq,postedition,label,old_labeling
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233902_233891,Is Clinton's plan to create 10 million jobs and Trump's plan to lose 3.5 million jobs relevant to the domain economic policies?,"Is the claim that ""Clinton's plan would create 10 million jobs and Trump's plan would lose 3.5 million jobs"" relevant to the domain economic policies?",edited,1
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233902_233891,Is Clinton's plan to create 10 million jobs and Trump's plan to lose 3.5 million jobs consistent with what other experts in economic policies say?,"Is the claim that ""Clinton's plan would create 10 million jobs and Trump's plan would loose 3.5 million jobs"" consistent with what other experts in economic policies have said?",edited,1
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233902_233891,Is Clinton's plan to create 10 million jobs and Trump's plan to lose 3.5 million jobs consistent with known evidence in economic policies?,"Is the claim that ""Clinton's plan would create 10 million jobs and Trump's plan would lose 3.5 million jobs"" consistent with known evidence in economic policies?",edited,1
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233886_233891,"Is it actually the case that plans of strong growth, fair growth, and sustained growth led by Clinton and are robust? Is there evidence for this claim?","Is it actually the case that plans of strong growth, fair growth, and sustained growth led by Clinton are robust? Is there evidence for this claim?",edited,1
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233886_233891,"Is plans of strong growth, fair growth, and sustained growth actually a typical case of other plans that Clinton has led? How widely applicable is the generalization?","Are the current plans of strong growth, fair growth, and sustained growth actually a typical case of other plans that Clinton has led? How widely applicable is the generalization?",edited,1
CLINTON_57,"you have no plan
I have written a book about it. It's called ""Stronger Together.""
You can pick it up tomorrow at a bookstore
we need to have strong growth , fair growth , sustained growth
We also have to look at how we help families balance the responsibilities at home and the responsibilities at business
we have a very robust set of plans
people have looked at both of our plans , have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs , and explode the debt which would have a recession",233886_233891,"Are there special circumstances pertaining to plans of strong growth, fair growth, and sustained growth that undermine their generalisability to other plans that are led by Clinton?","Are there special circumstances pertaining to the current plans of strong growth, fair growth, and sustained growth that undermine their generalisability to other plans that are led by Clinton?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233940_233949,Does increasing regulations all over the place imply driving business out?,Does increasing regulations all over the place imply driving business out?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233940_233949,"If so, can the practical inconsistency between Clinton's commitments and ""driving business out"" be identified? Can it be shown by evidence?","Can the practical inconsistency between Clinton's commitments and ""driving business out"" be identified? Can it be shown by evidence?  Could it be explained by further dialogue?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233940_233949,"If so, could the identified practical inconsistency be resolved or explained by further dialogue?",Could the identified practical inconsistency be resolved or explained by further dialogue?,wrong,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233933_233917,Does the inconsistency result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?,"Does the inconsistency between Clinton's commitments and ""driving business out"" result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?",none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233933_233917,Does increasing the regulations imply that new companies can't form and old companies are going out of business?,Does increasing the regulations imply that new companies can't form and old companies are going out of business?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233933_233917,"If so, can the practical inconsistency between Clinton's commitments and ""new companies can not form and old companies are going out of business"" be identified? Can it be shown by evidence?","Can the practical inconsistency between Clinton's commitments and ""new companies can not form and old companies are going out of business"" be identified? Can it be shown by evidence? Could it be explained by further dialogue?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233933_233917,"If so, could the identified practical inconsistency be resolved or explained by further dialogue?",Could the identified practical inconsistency be resolved or explained by further dialogue?,wrong,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233913_233917,Does the inconsistency result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?,"Does the inconsistency between Clinton's commitments and ""new companies can not form and old companies are going out of business"" result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233913_233917,How strong is the generalization that Trump's tax cuts will cause tremendous numbers of new jobs to be created?,How strong is the generalization that Trump's tax cuts will cause tremendous numbers of new jobs to be created?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233913_233917,Are there other factors that could interfere with or counteract the production of the effect 'tremendous numbers of new jobs will be created' in this case?,Are there other factors that could interfere with or counteract the production of the effect 'tremendous numbers of new jobs will be created' in this case?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233993_233959,Does increasing the regulations and making them even worse imply regulating these businesses out of necessity?,Does increasing the regulations and making them even worse imply regulating these businesses out of existence?,edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233993_233959,"If so, can the practical inconsistency between Clinton's commitments and ""regulating these businesses out of exitence"" be identified? Can it be shown by evidence?","If so, can the practical inconsistency between Clinton's commitments and ""regulating these businesses out of exitence"" be identified? Can it be shown by evidence? Could it be explained by further dialogue?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233993_233959,"If so, could the identified practical inconsistency be resolved or explained by further dialogue?","If so, could the identified practical inconsistency be resolved or explained by further dialogue?",wrong,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233993_233959,Does the inconsistency result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?,"Does the inconsistency between Clinton's commitments and ""regulating these businesses out of exitence"" result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233986_233959,Does the biggest tax cuts in history imply driving businesses out?,Does the biggest tax cuts in history imply driving businesses out?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233986_233959,"If so, can the practical inconsistency between Clinton's commitments and ""driving businesses out"" be identified? Can it be shown by evidence?","Can the practical inconsistency between Clinton's commitments and ""driving businesses out"" be identified? Can it be shown by evidence? Could it be explained by further dialogue?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233986_233959,"If so, could the identified practical inconsistency be resolved or explained by further dialogue?","If so, could the identified practical inconsistency be resolved or explained by further dialogue?",wrong,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233986_233959,Does the inconsistency result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?,"Does the inconsistency between Clinton's commitments and ""driving businesses out"" result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233909_233917,Does approval of one of the biggest tax increases in history imply driving business out?,Does approval of one of the biggest tax increases in history imply driving business out?,none,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233909_233917,"If so, can the practical inconsistency between Clinton's commitments and ""drive business out"" be identified? Can it be shown by evidence?","If so, can the practical inconsistency between Clinton's commitments and ""drive business out"" be identified? Can it be shown by evidence?",edited,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233909_233917,"If so, could the identified practical inconsistency be resolved or explained by further dialogue?","If so, could the identified practical inconsistency be resolved or explained by further dialogue?",wrong,1
TRUMP_58,"You are going to approve one of the biggest tax cuts in history
You are going to approve one of the biggest tax increases in history
You are going to drive business out
Your regulations are a disaster , and you 're going to increase regulations all over the place
my tax cut is the biggest since Ronald Reagan
I 'm very proud of it
It will create tremendous numbers of new jobs
you are going to regulate these businesses out of existence
When I go around—Lester , I tell you this , I 've been all over
when I go around , despite the tax cut , the thing—the things that business as in people like the most is the fact that I 'm cutting regulation
You have regulations on top of regulations
new companies can not form and old companies are going out of business
you want to increase the regulations and make them even worse
I 'm going to cut regulations
I 'm going to cut taxes big league
you 're going to raise taxes big league
end of story",233909_233917,Does the inconsistency result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?,"Does the inconsistency between Clinton's commitments and ""drive business out"" result in a decrease in credibility for Clinton? Does Clinton's argument depend on its credibility in this context?",edited,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234101_234097,Are there other relevant goals that conflict with making all the gains in the economy?,Are there other relevant goals that conflict with making all the gains in the economy?,wrong,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234101_234097,"Are there alternative actions to raising taxes on the wealthy to achieve the same gains in the economy? If so, which is the most efficient action?","Are there alternative actions to raising taxes on the wealthy to achieve the same gains in the economy? If so, which is the most efficient action?",wrong,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234101_234097,Could raising taxes on the wealthy have consequences that we should take into account? Is it practically possible?,Could raising taxes on the wealthy have consequences that we should take into account? Is it practically possible?,none,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234114_234097,Are there other relevant goals that conflict with making the wealthy and corporations pay their fair share to support this country?,Are there other relevant goals that conflict with making the wealthy and corporations pay their fair share to support this country?,none,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234114_234097,"Are there alternative actions to raising taxes on the wealthy to achieve making the wealthy and corporations pay their fair share to support this country? If so, which is the most efficient action?","Are there alternative actions to raising taxes on the wealthy to achieve the goal of making the wealthy and corporations pay their fair share to support this country? If so, which is the most efficient action?",edited,1
CLINTON_66,"what I have proposed would not add a penny to the debt
 your plans would add $ 5 trillion to the debt
What I have proposed would cut regulations and streamline them for small businesses
What I have proposed would be paid for by raising taxes on the wealthy
they have made all the gains in the economy
it 's time that the wealthy and corporations paid their fair share to support this country",234114_234097,Could raising taxes on the wealthy have consequences that we should take into account? Is it practically possible?,Could raising taxes on the wealthy have consequences that we should take into account? Is it practically possible?,none,1
TRUMP_70,"you go to her website
you take a look at her website
She 's going to raise taxes $ 1.3 trillion
look at her website
You know what ?
It 's no difference than this
She 's telling us how to fight ISIS
Just go to her website
She tells you how to fight ISIS on her website
I do n't think General Douglas MacArthur would like that too much",234203_234186,Is General Douglas MacArthur in a position to know whether it's bad that Clinton is telling the enemy everything she wants to do is true?,Is General Douglas MacArthur in a position to know whether it's bad that Clinton is telling the enemy everything she wants to do?,edited,1
TRUMP_70,"you go to her website
you take a look at her website
She 's going to raise taxes $ 1.3 trillion
look at her website
You know what ?
It 's no difference than this
She 's telling us how to fight ISIS
Just go to her website
She tells you how to fight ISIS on her website
I do n't think General Douglas MacArthur would like that too much",234203_234186,"Is General Douglas MacArthur an honest (trustworthy, reliable) source?","Is General Douglas MacArthur an honest (trustworthy, reliable) source?",none,1
TRUMP_70,"you go to her website
you take a look at her website
She 's going to raise taxes $ 1.3 trillion
look at her website
You know what ?
It 's no difference than this
She 's telling us how to fight ISIS
Just go to her website
She tells you how to fight ISIS on her website
I do n't think General Douglas MacArthur would like that too much",234203_234186,Did General Douglas MacArthur assert that it's bad that Clinton is telling the enemy everything she wants to do is true?,Did General Douglas MacArthur assert that it's bad that Clinton is telling the enemy everything she wants to do?,none,1
CLINTON_85,"let 's start the clock again , Lester
We 've looked at your tax proposals
I do n't see changes in the corporate tax rates or the kinds of proposals you 're referring to that would cause the repatriation , bringing back of money that 's stranded overseas
I happen to support that",234559_234564,Can Clinton's proporsal cause the repatriation of money that's stranded overseas happen even if changes in the corporate tax rates proposed by Trump would cause the repatriation of money that's stranded overseas is the case?,Can it be the case that Clinton does not support Trump even if Trump has proposals to bring back the money that's stranded overseas?,edited,1
CLINTON_85,"let 's start the clock again , Lester
We 've looked at your tax proposals
I do n't see changes in the corporate tax rates or the kinds of proposals you 're referring to that would cause the repatriation , bringing back of money that 's stranded overseas
I happen to support that",234559_234564,Is changing the corporate tax rates proposed by Trump likely to cause the repatriation of money that's stranded overseas? Is this claim plausibly not the case? What evidence supports this claim?,Is it plausible that Trump does not have proposals to bring back the money that's stranded overseas? What evidence supports this claim?,edited,1
CLINTON_87,"I happen to support that in a way that will actually work to our benefit
when I look at what you have proposed , you have what is called now the Trump loophole
it would so advantage you and the business you do",234588_234583,What evidence is there that Trump is a businessman? Could Trump have taken evidence on many sides even if he was a businessman?,What evidence is there that Trump is a businessman? Could Trump have taken evidence on many sides even if he was a businessman?,none,1
CLINTON_87,"I happen to support that in a way that will actually work to our benefit
when I look at what you have proposed , you have what is called now the Trump loophole
it would so advantage you and the business you do",234588_234583,Does the matter of the tax proposal require Trump to take evidence on many sides?,Does the matter of the tax proposal require Trump to take evidence on many sides?,none,1
CLINTON_92,"it is
trumped-up trickle-down
Trickle-down did not work
It got us into the mess we were in , in 2008 and 2009
Slashing taxes on the wealthy has n't worked
a lot of really smart , wealthy people know that
they are saying , hey , we need to do more to make the contributions we should be making to rebuild the middle class
I do n't think top-down works in America
building the middle class , investing in the middle class , making college debt-free so more young people can get their education , helping people refinance their—their debt from college at a lower rate
Those are the kinds of things that will really boost the economy
Broad-based , inclusive growth is what we need in America , not more advantages for people at the very top",234654_234649,Is it actually the case that trickle-down got us into the mess we were in 2008 and 2009 and did not work? Is there evidence for this claim?,Is it actually the case that trickle-down economics got us into the mess we were in 2008 and 2009 and did not work? Is there evidence for this claim?,edited,1
CLINTON_92,"it is
trumped-up trickle-down
Trickle-down did not work
It got us into the mess we were in , in 2008 and 2009
Slashing taxes on the wealthy has n't worked
a lot of really smart , wealthy people know that
they are saying , hey , we need to do more to make the contributions we should be making to rebuild the middle class
I do n't think top-down works in America
building the middle class , investing in the middle class , making college debt-free so more young people can get their education , helping people refinance their—their debt from college at a lower rate
Those are the kinds of things that will really boost the economy
Broad-based , inclusive growth is what we need in America , not more advantages for people at the very top",234654_234649,Is trickle-down actually a typical case of other trickle-down policies that get us into the mess we were in 2008 and 2009? How widely applicable is the generalization?,Are current trickle-down economics actually a typical case of other trickle-down policies that got us into the mess we were in 2008 and 2009? How widely applicable is the generalization?,edited,1
