arg_id,scheme,llm_cq_id,premises,llm_cq,can an answer to this question diminish the acceptability of the argument?,reading-comprehension cues,my taxonomy,burden-of-proof,explanation,BOOK TYPE,"(1) premise: premise acceptability
(2) link: acceptability of the link, relative to some given standard of evidence
(3) other considerations: whether there are other relevant considerations which would count against the claim at issue
(4) specific: directed specifically towards features of particular relevance to individual argumentation scheme"
TRUMP_174_1_0,Generic Ad Hominem,TRUMP_174_1_1,"
If Clinton prepares debates against Obama, it does not make sense that Clinton defends Obama.
Therefore, arguments from Clinton can't be trusted.","Respect: Does Trump's accusation of ""terrible disrespect"" accurately reflect Clinton's actions during the debates with Obama? Can he provide examples to support his claim?",yes,,evidence,,here there is the untold premise that clinton was being disrespectful to obama,,
TRUMP_174_1_1,Generic Ad Hominem,TRUMP_174_1_4,"
If Clinton treated Obama with terrible disrespect, it does not make sense that Clinton defends Obama's views.
Therefore, arguments from Clinton can't be trusted.","How does the speaker's characterization of the debates as ""terrible disrespect"" align with the facts?",yes,,evidence,,,,
TRUMP_174_1_1,Generic Ad Hominem,TRUMP_174_1_3,"
If Clinton treated Obama with terrible disrespect, it does not make sense that Clinton defends Obama's views.
Therefore, arguments from Clinton can't be trusted.",What specific instances of disrespect towards Barack Obama is Trump referring to?,yes,,evidence,,,,
TRUMP_174_1_1,Generic Ad Hominem,TRUMP_174_1_2,"
If Clinton treated Obama with terrible disrespect, it does not make sense that Clinton defends Obama's views.
Therefore, arguments from Clinton can't be trusted.",What specific instances of disrespect towards Barack Obama are being referred to?,yes,,evidence,,,,
TRUMP_174_1_1,Generic Ad Hominem,TRUMP_174_1_1,"
If Clinton treated Obama with terrible disrespect, it does not make sense that Clinton defends Obama's views.
Therefore, arguments from Clinton can't be trusted.","Respect: Does Trump's accusation of ""terrible disrespect"" accurately reflect Clinton's actions during the debates with Obama? Can he provide examples to support his claim?",yes,,evidence,,,,
TRUMP_174_1_2,Generic Ad Hominem,TRUMP_174_1_4,"
If Clinton talks about how lovely everything is and how wonderful she is, it does not make sense that Clinton treated Obama with terrible disrespect in some debates against him.
Therefore, arguments from Clinton can't be trusted.","How does the speaker's characterization of the debates as ""terrible disrespect"" align with the facts?",yes,,evidence,,,,
TRUMP_174_1_2,Generic Ad Hominem,TRUMP_174_1_3,"
If Clinton talks about how lovely everything is and how wonderful she is, it does not make sense that Clinton treated Obama with terrible disrespect in some debates against him.
Therefore, arguments from Clinton can't be trusted.",What specific instances of disrespect towards Barack Obama is Trump referring to?,yes,i,evidence,,,,
TRUMP_174_1_2,Generic Ad Hominem,TRUMP_174_1_2,"
If Clinton talks about how lovely everything is and how wonderful she is, it does not make sense that Clinton treated Obama with terrible disrespect in some debates against him.
Therefore, arguments from Clinton can't be trusted.",What specific instances of disrespect towards Barack Obama are being referred to?,yes,,evidence,,,,
TRUMP_174_1_2,Generic Ad Hominem,TRUMP_174_1_1,"
If Clinton talks about how lovely everything is and how wonderful she is, it does not make sense that Clinton treated Obama with terrible disrespect in some debates against him.
Therefore, arguments from Clinton can't be trusted.","Respect: Does Trump's accusation of ""terrible disrespect"" accurately reflect Clinton's actions during the debates with Obama? Can he provide examples to support his claim?",yes,,evidence,,,,
TRUMP_174_1_4,Circumstantial Ad Hominem,TRUMP_174_1_6,"
Clinton advocates for how lovely everything is, which implies Obama was good.
Clinton is personally committed to the opposite of Obama was good, as shown by the commitments expressed in their personal actions or personal circumstances expressing such commitments.
Clinton',s credibility as a sincere person who believes in their own argument has been put into question.
The plausibility of Clinton's argument is decreased or destroyed.","Is there any evidence to support the claim that the speaker was ""after"" Obama?",yes,,evidence,,,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_8,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.","How does Trump propose to ""keep up"" with other countries in terms of military capabilities?",no,i,,,,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_6,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.",What specific countries does Trump consider to be ahead of the United States in terms of military capabilities?,no,i,,,"this is talking about Trump's considerations, it's not critical",,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_5,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.",What specific countries is the US falling behind in terms of military capabilities?,no,,,,,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_4,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.","How does Trump define ""new"" in relation to military capabilities?",yes,i,definition,,,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_3,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.",How does the age of the aircraft being used by other countries compare to the age of the aircraft being used by the US?,yes,,evidence,,this is critical because that's the evidence trump uses for this claim,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_2,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.",What evidence does Trump provide to support his claim that Russia has been expanding its military capabilities?,yes,i,evidence,,,,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_0,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.","What specific examples does Trump provide to support his claim that Russia is expanding its military capabilities and surpassing the United States? How does he suggest addressing this issue while also preparing for potential threats from other countries like North Korea?""",no,i,,,"this is reading comprehension in its formulation, it asks about which one have trump already provided. If the question was ""Are there specific examples that support that Russia is expanding its military capabilities ans supporting the United States?"", then the question is right. As for the second, ""Is is practically possible to prepare for potential threats from other countries like North Korea"", the question would also be right",,
TRUMP_240_1_3,Argument from Cause to Effect,TRUMP_240_1_1,"
Generally, if USA have not been updating from the new standpoint, then Russia has a much newer capability than USA do might occur.
In this case, USA have not been updating from the new standpoint.
In this case, Russia has a much newer capability than USA do might occur.",What evidence is there to support the claim that Russia has been expanding its military capabilities?,yes,,evidence,,,,
TRUMP_240_1_4,Argument from Example,TRUMP_240_1_8,"
In this particular case, USA is using very old planes and also is lying behind in innovation.
Therefore, other countries that is using very old planes, might also is lying behind in innovation.","How does Trump propose to ""keep up"" with other countries in terms of military capabilities?",no,i,,,,,
TRUMP_240_1_4,Argument from Example,TRUMP_240_1_6,"
In this particular case, USA is using very old planes and also is lying behind in innovation.
Therefore, other countries that is using very old planes, might also is lying behind in innovation.",What specific countries does Trump consider to be ahead of the United States in terms of military capabilities?,yes,i,evidence,,"to lie behind, there have to be other countries ahead, but the formualtion is again ""what does trump consider?"", which is tricky",,
TRUMP_240_1_4,Argument from Example,TRUMP_240_1_5,"
In this particular case, USA is using very old planes and also is lying behind in innovation.
Therefore, other countries that is using very old planes, might also is lying behind in innovation.",What specific countries is the US falling behind in terms of military capabilities?,yes,,evidence,,,,
TRUMP_240_1_4,Argument from Example,TRUMP_240_1_3,"
In this particular case, USA is using very old planes and also is lying behind in innovation.
Therefore, other countries that is using very old planes, might also is lying behind in innovation.",How does the age of the aircraft being used by other countries compare to the age of the aircraft being used by the US?,yes,,evidence,,,,
TRUMP_240_1_4,Argument from Example,TRUMP_240_1_4,"
In this particular case, USA is using very old planes and also is lying behind in innovation.
Therefore, other countries that is using very old planes, might also is lying behind in innovation.","How does Trump define ""new"" in relation to military capabilities?",no,i,,,,,
TRUMP_240_1_5,Argument from Consequences,TRUMP_240_1_14,"
If Trump can't take anything off the table, then China should go into North Korea may plausibly occur.
China should go into North Korea has a positive consequence.
Trump can't take anything off the table should  occur.","How does Trump's argument regarding China and North Korea relate to his broader point about the need for the United States to ""be prepared""?",no,i,,,these questions that relate to borader points are not taken into account by this system of annotation,,
TRUMP_240_1_5,Argument from Consequences,TRUMP_240_1_12,"
If Trump can't take anything off the table, then China should go into North Korea may plausibly occur.
China should go into North Korea has a positive consequence.
Trump can't take anything off the table should  occur.",What specific actions does Trump suggest China should take to address the situation in North Korea?,yes,i,definition,,,,
TRUMP_240_1_6,Argument from Cause to Effect,TRUMP_240_1_4,"
Generally, if Russia has been expanding, then Russia has a much newer capability than the USA do might occur.
In this case, Russia has been expanding.
In this case, Russia has a much newer capability than the USA do might occur.","How does Trump define ""new"" in relation to military capabilities?",yes,i,definition,,,,
TRUMP_240_1_6,Argument from Cause to Effect,TRUMP_240_1_2,"
Generally, if Russia has been expanding, then Russia has a much newer capability than the USA do might occur.
In this case, Russia has been expanding.
In this case, Russia has a much newer capability than the USA do might occur.",What evidence does Trump provide to support his claim that Russia has been expanding its military capabilities?,yes,i,evidence,,,,
TRUMP_240_1_6,Argument from Cause to Effect,TRUMP_240_1_1,"
Generally, if Russia has been expanding, then Russia has a much newer capability than the USA do might occur.
In this case, Russia has been expanding.
In this case, Russia has a much newer capability than the USA do might occur.",What evidence is there to support the claim that Russia has been expanding its military capabilities?,yes,,evidence,,,,
TRUMP_240_1_6,Argument from Cause to Effect,TRUMP_240_1_0,"
Generally, if Russia has been expanding, then Russia has a much newer capability than the USA do might occur.
In this case, Russia has been expanding.
In this case, Russia has a much newer capability than the USA do might occur.","What specific examples does Trump provide to support his claim that Russia is expanding its military capabilities and surpassing the United States? How does he suggest addressing this issue while also preparing for potential threats from other countries like North Korea?""",no,i,,,,,
CLINTON_244_1_0,Argument from Values,CLINTON_244_1_0,"
America's word be good is positive as judged by Clinton.
The fact that America's word be good is positive affects tha interpretation and therefore the evaluation of honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere of Clinton.
America's word be good is a reason for retaining (or retracting) commitment to honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere.",What are the specific mutual defense treaties that Clinton is referring to?,yes,,definition,,"if these treaties do not exist, the argument does not make sense",,
CLINTON_244_1_0,Argument from Values,CLINTON_244_1_6,"
America's word be good is positive as judged by Clinton.
The fact that America's word be good is positive affects tha interpretation and therefore the evaluation of honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere of Clinton.
America's word be good is a reason for retaining (or retracting) commitment to honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere.","How does the author define ""mutual defense treaties,"" and what are the specific obligations and commitments involved in these treaties?",no,i,,,"if it was saying ""How is 'mutual defense treaties' defined?"" it would be write, like this is confusing",,
CLINTON_244_1_0,Argument from Values,CLINTON_244_1_1,"
America's word be good is positive as judged by Clinton.
The fact that America's word be good is positive affects tha interpretation and therefore the evaluation of honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere of Clinton.
America's word be good is a reason for retaining (or retracting) commitment to honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere.","What exactly does ""America 's word be good"" mean, and how does it relate to the mutual defense treaties?",yes,,relation,,"America's word be good is an understatement, so it makes sense to ask about it",,
CLINTON_244_1_0,Argument from Values,CLINTON_244_1_2,"
America's word be good is positive as judged by Clinton.
The fact that America's word be good is positive affects tha interpretation and therefore the evaluation of honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere of Clinton.
America's word be good is a reason for retaining (or retracting) commitment to honoring the mutual defense treaties that the USA has with its allies in Japan and South Korea and elsewhere.","How does the author plan to ensure that America's word is good, and what measures would be taken to address any concerns or worries of global leaders?",no,,,,,,
CLINTON_244_1_1,Argument from Position to Know,CLINTON_244_1_5,"
Clinton is in a position to know whether it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
Clinton asserts that it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
this campaign has caused some questioning and worries on the part of many leaders across the globe is the case.","What leaders has Clinton talked to, and how do their concerns relate to the mutual defense treaties?",yes,,source,,,,
CLINTON_244_1_1,Argument from Position to Know,CLINTON_244_1_3,"
Clinton is in a position to know whether it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
Clinton asserts that it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
this campaign has caused some questioning and worries on the part of many leaders across the globe is the case.","What are the specific worries and questioning that Clinton is referring to, and how do they relate to the mutual defense treaties?",yes,,relation,,,,
CLINTON_244_1_1,Argument from Position to Know,CLINTON_244_1_4,"
Clinton is in a position to know whether it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
Clinton asserts that it is the case that this campaign has caused some questioning and worries on the part of many leaders across the globe.
this campaign has caused some questioning and worries on the part of many leaders across the globe is the case.","Can the author provide specific examples of the concerns and worries expressed by global leaders, and how have these been addressed?",yes,i,definition,,,,
CL_8_0,Generic Ad Hominem,CL_8_14,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",Are there alternative solutions that could be explored instead of taking advantage of vulnerable individuals?,yes,,alternatives,,,other considerations,this is a bit like: is it practically possible to not take advantage of people?
CL_8_0,Generic Ad Hominem,CL_8_13,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.","What alternative options are available to the individuals, and how do they compare to the terms being offered?",yes,,alternatives,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_11,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",How does the speaker know that the people being offered the terms have absolutely no other choices?,yes,i,evidence,,,source,
CL_8_0,Generic Ad Hominem,CL_8_10,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",Is it necessarily the case that individuals who are in a vulnerable position are unable to negotiate?,yes,,exception,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_9,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",Is it necessarily the case that people who are in a vulnerable position are unable to negotiate?,yes,,exception,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_8,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",What evidence is there that the people being offered the terms are in no position to negotiate?,yes,,evidence,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_7,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",What evidence is there that the individuals in question are not in a position to negotiate?,yes,,evidence,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_3,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.",Is there any evidence to support the claim that these individuals are being taken advantage of?,yes,,evidence,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_2,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.","Are there any instances where similar situations have been identified as exploitative or abusive, and how were these cases addressed?""",yes,,evidence,,,,
CL_8_0,Generic Ad Hominem,CL_8_0,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.","What evidence is presented to support the claim that those being taken advantage of truly have 'absolutely very little choice' and what alternative options, if any, exist for them?""",yes,,evidence,,,premise,
CL_8_0,Generic Ad Hominem,CL_8_1,"
If money borrowers are giving very little choice to people who borrow money, it does not make sense that money borrowers are taking advantage of people.
Therefore, arguments from money borrowers can't be trusted.","Are the individuals truly unable to negotiate, or are there alternative options available to them?",yes,,alternatives,,,premise,
MT_14_0,Argument from Cause to Effect,MT_14_1,"
Generally, if all sort of charges are written in small print, then people being lured into paying a very large charge might occur.
In this case, all sort of charges are written in small print.
In this case, people being lured into paying a very large charge might occur.",How does the credit card offer mentioned by the speaker differ between its initial presentation and fine print details?,yes,,other,,,,
MT_14_0,Argument from Cause to Effect,MT_14_3,"
Generally, if all sort of charges are written in small print, then people being lured into paying a very large charge might occur.
In this case, all sort of charges are written in small print.
In this case, people being lured into paying a very large charge might occur.","What specific charges does the credit card company advertise as being 0% per annum, and how do these charges compare to the charges that will actually be paid?",no,,,,,,
MT_14_0,Argument from Cause to Effect,MT_14_7,"
Generally, if all sort of charges are written in small print, then people being lured into paying a very large charge might occur.
In this case, all sort of charges are written in small print.
In this case, people being lured into paying a very large charge might occur.","What are the potential consequences of the credit card company's advertisement being misleading, and how might these consequences affect consumers?",yes,,consequences,,,,
MT_14_0,Argument from Cause to Effect,MT_14_0,"
Generally, if all sort of charges are written in small print, then people being lured into paying a very large charge might occur.
In this case, all sort of charges are written in small print.
In this case, people being lured into paying a very large charge might occur.",Are these measures effective in preventing misleading claims by manufacturers?,no,,,,,,
MT_14_0,Argument from Cause to Effect,MT_14_2,"
Generally, if all sort of charges are written in small print, then people being lured into paying a very large charge might occur.
In this case, all sort of charges are written in small print.
In this case, people being lured into paying a very large charge might occur.",What evidence is there to support the claim that the credit card company's advertisement is misleading?,no,,,,,,
ND_23_0,Practical Reasoning,ND_23_0,"
There is the goal of not putting moral blame on one side or the other.
Carrying out the action of realizing that in the current situation, both savers and borrowers are doing extremely badly is a means to realize not putting moral blame on one side or the other.
Therefore, realizing that in the current situation, both savers and borrowers are doing extremely badly ought to occur.",What evidence is there to support the claim that both savers and borrowers are doing extremely badly?,yes,,evidence,,,,
ND_23_0,Practical Reasoning,ND_23_1,"
There is the goal of not putting moral blame on one side or the other.
Carrying out the action of realizing that in the current situation, both savers and borrowers are doing extremely badly is a means to realize not putting moral blame on one side or the other.
Therefore, realizing that in the current situation, both savers and borrowers are doing extremely badly ought to occur.","What evidence is there to support the claim that both savers and borrowers are doing ""extremely badly""?",yes,,evidence,,,,
MP_24_0,Argument from Consequences,MP_24_2,"
If banks crystalise the debts, then their balance sheets will be insupportable may plausibly occur.
their balance sheets will be insupportable has a negative consequence.
banks crystalise the debts should not occur.",Why are banks afraid to force borrowers into default? What implications might this have for the stability of the banking system as a whole?,no,,,,,premise,
MP_24_0,Argument from Consequences,MP_24_5,"
If banks crystalise the debts, then their balance sheets will be insupportable may plausibly occur.
their balance sheets will be insupportable has a negative consequence.
banks crystalise the debts should not occur.",Why are banks terrified of crystallizing debts?,no,,,,the argument already answers the question,premise,
MP_24_0,Argument from Consequences,MP_24_6,"
If banks crystalise the debts, then their balance sheets will be insupportable may plausibly occur.
their balance sheets will be insupportable has a negative consequence.
banks crystalise the debts should not occur.","Why would banks be ""terrified"" of crystallizing debts, and what would be the consequences of doing so?",no,,,,the argument already answers the question,premise,
JW_35_0,Argument from Popular Opinion,JW_35_8,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","How does the author define ""too much debt""? Is this a subjective measure or is there a specific threshold that defines excessive debt?",no,,,,,,
JW_35_0,Argument from Popular Opinion,JW_35_7,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","What are the potential consequences of labeling debt as ""good"" or ""bad""?",yes,,consequences,,,,
JW_35_0,Argument from Popular Opinion,JW_35_5,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","What evidence is there to support the claim that there is too much debt, and how is this determined?",no,,,,,,
JW_35_0,Argument from Popular Opinion,JW_35_0,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","What is being defined as 'too much debt'? Are we talking about personal debt, national debt, corporate debt, or all three?",no,,,,,,
JW_35_0,Argument from Popular Opinion,JW_35_2,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","How does the concept of 'excessive debt' differ from simply having debt? In other words, at what point does debt become problematic?",no,,,,,,
JW_35_0,Argument from Popular Opinion,JW_35_3,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","If debt is considered 'morally neutral', then how do we determine whether someone's level of debt is acceptable or not? Are there specific circumstances under which debt becomes immoral or irresponsible?",yes,,definition,,,link,
JW_35_0,Argument from Popular Opinion,JW_35_4,"
If the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true, then there exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.
the majority of people accept debt is morally neutral in the sense that it can be good to be in debt as true.
There exists a presumption in favour of debt is morally neutral in the sense that it can be good to be in debt.","What is the definition of ""good"" and ""bad"" debt, and how is it determined?",no,,,,,,
MT_45_0,Argument from Cause to Effect,MT_45_2,"
Generally, if that form of capitalism was not making enough money in the developed world, then the money did not flow into those industrial activities might occur.
In this case, that form of capitalism was not making enough money in the developed world.
In this case, the money did not flow into those industrial activities might occur.","How is ""sufficient surpluses"" defined and measured?",yes,,definition,,,,
MT_45_0,Argument from Cause to Effect,MT_45_3,"
Generally, if that form of capitalism was not making enough money in the developed world, then the money did not flow into those industrial activities might occur.
In this case, that form of capitalism was not making enough money in the developed world.
In this case, the money did not flow into those industrial activities might occur.","How is ""sufficient surpluses"" defined, and how would one measure it?",yes,,definition,,,,
MT_45_0,Argument from Cause to Effect,MT_45_4,"
Generally, if that form of capitalism was not making enough money in the developed world, then the money did not flow into those industrial activities might occur.
In this case, that form of capitalism was not making enough money in the developed world.
In this case, the money did not flow into those industrial activities might occur.",What is the basis for the assumption that the money should have flowed into industrial activities in the developed world?,no,,,,i think this is bad reasoning,link,
MT_45_1,Argument from Cause to Effect,MT_45_6,"
Generally, if that form of capitalism wasn't generating sufficient surpluses, then the money did not flow into industrial activities might occur.
In this case, that form of capitalism wasn't generating sufficient surpluses.
In this case, the money did not flow into industrial activities might occur.",What is the time frame being referred to? Does the argument apply to a specific historical period or is it a more general statement?,yes,,other,,,,
MT_45_1,Argument from Cause to Effect,MT_45_2,"
Generally, if that form of capitalism wasn't generating sufficient surpluses, then the money did not flow into industrial activities might occur.
In this case, that form of capitalism wasn't generating sufficient surpluses.
In this case, the money did not flow into industrial activities might occur.","How is ""sufficient surpluses"" defined and measured?",yes,,definition,,,,
MT_45_1,Argument from Cause to Effect,MT_45_3,"
Generally, if that form of capitalism wasn't generating sufficient surpluses, then the money did not flow into industrial activities might occur.
In this case, that form of capitalism wasn't generating sufficient surpluses.
In this case, the money did not flow into industrial activities might occur.","How is ""sufficient surpluses"" defined, and how would one measure it?",yes,,definition,,,,
MT_45_1,Argument from Cause to Effect,MT_45_4,"
Generally, if that form of capitalism wasn't generating sufficient surpluses, then the money did not flow into industrial activities might occur.
In this case, that form of capitalism wasn't generating sufficient surpluses.
In this case, the money did not flow into industrial activities might occur.",What is the basis for the assumption that the money should have flowed into industrial activities in the developed world?,no,,,,,,
MT_45_1,Argument from Cause to Effect,MT_45_5,"
Generally, if that form of capitalism wasn't generating sufficient surpluses, then the money did not flow into industrial activities might occur.
In this case, that form of capitalism wasn't generating sufficient surpluses.
In this case, the money did not flow into industrial activities might occur.",Is it possible that the money was invested in other sectors or activities?,yes,,alternatives,,,other considerations,
CF_58_0,Argument from Consequences,CF_58_4,"
If you get into debt, then you can never get out of it and that's slavery may plausibly occur.
you can never get out of it and that's slavery has a negative consequence.
you get into debt should not occur.",Is the comparison between debt and slavery an appropriate one?,yes,,relation,,,link,
CF_58_0,Argument from Consequences,CF_58_11,"
If you get into debt, then you can never get out of it and that's slavery may plausibly occur.
you can never get out of it and that's slavery has a negative consequence.
you get into debt should not occur.",What are the implications of the speaker's argument for the treatment of those who are unable to pay their debts?,yes,i,consequences,,,other considerations,
CF_58_0,Argument from Consequences,CF_58_8,"
If you get into debt, then you can never get out of it and that's slavery may plausibly occur.
you can never get out of it and that's slavery has a negative consequence.
you get into debt should not occur.","What is the author's understanding of the concept of slavery in the context of debt, and how does it relate to the argument?",yes,i,relation,,,,
CF_58_1,Argument from Consequences,CF_58_0,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.",How does CF justify allowing debt forgiveness without promoting moral hazard? What conditions would he impose on individuals seeking debt relief?,no,,,,,,
CF_58_1,Argument from Consequences,CF_58_3,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.",What is the definition of moral hazard in the context of the argument?,yes,,definition,,,,
CF_58_1,Argument from Consequences,CF_58_8,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.","What is the author's understanding of the concept of slavery in the context of debt, and how does it relate to the argument?",yes,i,relation,,,,
CF_58_1,Argument from Consequences,CF_58_7,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.","How does the speaker define ""moral hazard""?",yes,i,definition,,,,
CF_58_1,Argument from Consequences,CF_58_4,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.",Is the comparison between debt and slavery an appropriate one?,yes,,relation,,,link,
CF_58_1,Argument from Consequences,CF_58_11,"
If there is no situation in which you can write off your debts without incurring moral hazard, then slavery may plausibly occur.
slavery has a negative consequence.
there is no situation in which you can write off your debts without incurring moral hazard should not occur.",What are the implications of the speaker's argument for the treatment of those who are unable to pay their debts?,yes,i,consequences,,,,
Helen _66_0,Argument from Consequences,Helen _66_16,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.","What alternative solutions or approaches might be available for addressing the issues faced by families, and how might they be more effective or less invasive than the proposed interventions?",yes,,alternatives,,,,
Helen _66_0,Argument from Consequences,Helen _66_12,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.",What is the criteria for determining which families need intervention and which do not?,yes,,definition,,,,
